"title","text","rating","travelDate"
"Fantastic place to stay in Dubai","My wife and I booked tho for October and just the two of us. From the moment we arrived we absolutely could not stop smiling or being stunned by the place.

The staff were so friendly and when we checked into our rooms our jaws literally dropped as our view was of the Burj Al Arab.

Straight down to the pool and beach for cocktails we found our spot and we did not leave the resort at all for a week.

Wild Wadi water park was included and right next to the hotel and this was a brilliant distraction for a few hours a day.

The food was fantastic. The service was 1st class and the setting was so peaceful.

This is the best hotel we have stayed at and I hope to visit again soon with the kids.","5","2016-10"
"High afternoon tea","Expensive BUT worth this once in a lifetime experience. 7 course tea. Excellent service and attention to detail. Superb environment and luxurious surrounding. The toilets were even amazing too. Treated like royalty and it fills you up. Looooved the experience. You need to book in advance to get an access code to show security at the gate to the bridge. You get to walk around the mezzanine floor and browse the shops and peek into the restaurant s. They don't rush you. It was just fabulous. Mezzanine floor booking is more spacious and comfortable than the lobby afternoon tea, if you are paying i would say go for the best!","5","2016-05"
"Breathtaking ","We had booked the champagne afternoon tea ( not cheap). On entering the hotel it takes your breath away the most stunning building I have ever been in. 
The tea is 7 courses and from the moment you arrive you are treated to the most perfect service and stunning perfect food. It can only be describe as an experience. After tea we went up to the gold bar to admire the view but we didn't have a reservation so couldn't have a drink 
","5","2017-04"
"The Terrace is a MUST SEE!","Service is unreal!! I absolutely loved going here.. I was here when it was ""THE"" hotel and Dubai was very small but it's still an amazing place of all places to see.. The view, staff, rooms and atmosphere is amazing..","5","2016-06"
"Fantastic place","This is a place everyone have to go. There is nothing like this. Friendly staff, nice place. I want to go there again.
Its expencive but its worth it. We celebrate our wedding day there. I recomand a holliday in Dubai and in Burj Al Arab   ","5","2016-05"
"Steeply Lavish","For my birthday my partner surprised me with a buffet dinner at the Burj. I had wanted to go out to the hotel for a while as it's not everyday you get to experience 7 stars. Although fancy I will say that it was not at all what I expected. Having stayed in a few high end hotels over the years, this one was a little lacking in the facilities, style and comfort department. It also felt like it could do with a good clean, a little grimy and lots of rubbish left behind on tables and even the floor. For the cost I had hoped for something other worldly, but what we got was average at best. The food at the buffet also left me a tad miffed with the quality of ingredients not being very high. In all I would say go expecting a 4 star hotel at best and let them surprise you, that way you won't be disappointed.","3","2017-03"
"The Terrace is a Must - Service is at its highest level - Still the reference in Dubai","We stayed 4 nights in April 2017 - 2 adults and 2 kids (6Y) & (8Y).

We've been welcomed at DXB + nice ride in 7 Series (too small for us 4 I'd say).

Check-In was in-suite and really smooth.

The room was ready with our kid's beds already in the room (you cannot imagine how often it's a struggle to get the beds for your kids arranged).
It was a two floors Panoramic Suite on the 10th floor and it was perfect to fit the 4 of us

As usual but still impressive in the BAA, you receive full sized shampoos - conditioner - Perfume - Body Lotion from Hermes for him and for her. There is also everything you need as tooth brush - water - qtips - ...

Wifi is great. It is free, it is fast enough, it automatically reconnects without confirmation - coverage is good everywhere in the hotel. It's great to have such a Wifi today!

Terrace + Cabana is the greatest addition ever for this magnificent hotel. Infinite pool with sea views and jacuzzis + regular pools. Service was great. Cabana are cool but only if you plan to stay a lot at the swimming pool. Really great!

Butlers were simply perfect : friendly and professionals. Many thanks to all of them.

Cleaning staff was also very friendly and professional.

So, many thanks to all the staff for this wonderful stay, we'll sure stay in BAA again!","5","2017-04"
"Dubai 2017 Vacation","The Burj Al Arab is a beautiful hotel with a spectacular panoramic view of the city line! But, that's just the tip of the iceberg in describing this magnificent specimen. The scenery was breathtaking, the food and drinks were yummy and the atmosphere is to die for. Great place for couples and honeymooners!","5","2017-04"
"A night in the Burj","Recently on a trip to Dubai I found myself having a night of pure luxury staying in the world’s most luxurious hotel, the Burj Al Arab. The building boasts 202 Suites and 9 world class bars and restaurants across 28 double-story floors. It also comprises of a spa, five swimming pools, gym and kids club. All of which is contained on its own personal manmade island.

Below is just a snapshot looking up the interior of the Burj from the ninth floor. From the lobby you can view a magnificent rainbow of colour traveling upwards (the King himself did this). He decided the original all white interior was opposing the luxury experience he was endeavouring to create.

Upon arrival I was greeted by a wonderful member of staff who offered me water and hand towels before taking me up to the ninth floor where my suite would be. Once there I was also introduced to our floor’s Butler (the Butlers are on call 24 hours to bring you anything you need). Then I walked into my suite…

Well where do I even begin?! Sheer opulence and Arabian influence has never been delivered to my eyes before in such a subtle yet chic way. Ones eyes are shifting constantly left and right, up and down, just trying to take in the sheer magnitude of the luxury which has been presented before you. So after a full five minutes of speechlessness while the lady told me all of the features of the room in a voice which my mind had muted and shifted into the background. I had finally come to terms with where I was and what was mine for the night.

I guess I shall start with the entrance. A large door (which is probably bigger than any front door anyone has at home) leads into a spacious marble lobby with a grand living room with a floor to ceiling window in front you. A sweeping blue and gold staircase to the right and a downstairs toilet to the left (yes that’s right my hotel room had a DOWNSTAIRS toilet).

Moving into the living room there is a desk complete with an IMac and a large flatscreen tv housed in a gold plated cylinder. There is also a small bar area and coffee machine hidden in the wall. The living room comes complete with a large upholstered sofa and chaise lounge (both of which were rather comfy). Moving upstairs you first hit a his and hers dressing room complete with gold plated hairdryer on the dressing table (slightly excessive but oh well, when else can you say you’ve used a gold plated hairdryer). Turning left you walk into the upstairs bathroom. Well. It’s roughly the size of most people’s rooms. Covered in mosaic tiles, it gives you a his and her sink, a round jacuzzi bathtub, large shower, toilet, bidet and even a leather upholstered seating area!
 
Turning right at the top of the stairs is where the magic happens. You’ve just entered the bedroom. A huge and may I say comfortable bed if to your right while to your left is a further furnished seating area. But in front of you is again a floor to ceiling window stretching the entire length of the wall with a view out to the main Dubai skyline. The curtains themselves were all electronically operated by a keyboard remote. But my favourite feature of all was the large mirror above the bed.
 
For breakfast we all headed down to the continental breakfast buffet. Well it was a blooming good buffet. Everything I think I could possibly crave at 9am was there. From smoked salmon to doughnuts to fresh chopped fruit and of course a full English. On the downside the service was actually a bit slow and forgetful which isn’t really great at all and in a 7 star hotel. One does not want to be asking for their morning pick me up (latte) more than once to different waiters.

Next came the facilities. I don’t know if most of you know but the Burj has recently had a large attachment added to the rear (and no that’s not an innuendo). This new freestanding area had added two pools. One salt with an infinity view out into the gulf and one chlorinated pool with a bridge passing over it. The area around the salty water pool is covered in sand to create a beach in the ocean if you like. The pool also has a jacuzzi inside and shallow area complete with water sun loungers. Around the pools they also have some very lovely cabanas which guests can hire out. They come in two sizes. The smaller one has a seating area and Bang and Olufsen Tv housed in an air conditioned room with sun loungers sat in front. The larger and more expensive features that along with a balcony, wash area and seating area in front with a retractable electric sunshade over the sun loungers.
 
I very much enjoyed my time at the Burj Al Arab, it’s a building I’ve grown up looking up at while staying at the Mina A Salam – Madinat Jumeirah. But I must ask myself this, is the Burj Al Arab now becoming a bit dated? Yes the new extension has offered guests with a new set of luxury facilities but one must turn their attention to the decoration of the rooms. It may now be time I think that the Burj start channeling some money into remodelling the rooms and giving them a more 2016 look rather than an early naughties one. The rooms are magnificent I can’t deny that and so I leave that question for you to answer.","5","2016-08"
"Cruising from Dubai with MSC","Burj Al Arab,one of, or maybe THE highlight of Dubai. Enjoyed much more Burj Al Arab rather then Burj Khalifa. A very beatifulñ building and a really surprise! We booked a coffee and pastries at the hotel. Luxury and relax in this oasis.","5","2017-02"
"Afternoon Tea","Came here a while ago now for afternoon tea to celebrate a business anniversary. It was one of the most memorable experiences of my life! Everything was so amazing I couldn't take it all in. Food was great, we couldn't finish it all! I loved everything. I would say it has to be done if coming to Dubai, even if it's just once. 
Looking forward to coming here to stay next month (very excited!!). ","5","2016-05"
"Breakfast at Burj al Arab","My wife and I booked for breakfast, as a way to visit Burj al Arab. The food and service were superb, and worth the money (£70 each!). Our host Dominique Macanas then took us, along with three others, on a full tour of the hotel. He was delightful, and the hotel is remarkable.
We were staying at Fairmont the Palm, which was only 25 ADE taxi fare to get to Burj al Arab.","5","2017-03"
"Hype","We've had the experience but see mo reason to do it again. With the prices you'd expect to have serenity but instead you get busses of visitors coming in for lunch and high tea. My advice is to not pay for a room to stay here, instead, book the lunch or tea like everyone else. The tea is splendid.","2","2016-10"
"Relax","We went to the Burj Al Arab for afternoon tea , The staff were superb and the food was delicious. The views from the sky view lounge are outstanding. A wonderful atmosphere i will come back , and keep it up team .","5","2017-03"
"Afternoon tea","There is only one thing I can say is amazing  staff were so helpful this was especially good as we are travelling with 6 month old sky bar view is fantastic if you get a chance please do not turn it down thank you for such a fantastic day ","5","2017-04"
"Stunning hotel","The 7-star hotel, Burj Al Arab Jumeirah is our highlight to visit Dubai.
The hotel is about 16 years and it is in an excellent condition.
The smallest room starts with suites room.
I like the duplex room and the in-room check in service so we don't need to queue up at reception.
The lobby is stunning. The aquarium wall is so beautiful.
The golden decoration makes it so wonderful hotel.
Nothing to complain to stay here.","5","2016-12"
"Afternoon Tea","We went to the Burj Al Arab for afternoon tea for my mum and dad's silver wedding anniversary. The staff were superb and the food was delicious. The views from the sky view lounge are outstanding. Such a lovely venue and excellent experience! ","5","2017-04"
"Avoid....","We live in Dubai for part of the year. We have stayed at the Burj on many occasions. We have friends staying for two weeks in a 2 bed suite with a poolside cabana. If you are used to top quality 5star accommodation think Claridges, Bulgari, Cheval Blanc then avoid!!
 It's a zoo! Lobby is full of day trippers taking photos so you fight through the crowds, the new pool area has been badly paid out, the staff are not trained to the level required, daytime visitors are everywhere so there is no exclusivity. Every time we have stayed there and all of our friends the main conversations with the staff begin ""I am really sorry for this situation.."" ""let me give you some flowers and complimentary champagne.."" by the end of your trip the room is full of flowers and champagne if that gives you a clue. 
The management clearly have no understanding of what is needed to change the situation as it has remained this way for some years.
I have spoken to management about the issues on numerous occasions and they all agree with the comments but nothing changes.
It's a shame that this iconic building doesn't match the hype.","1","2017-04"
"Incredible","Spent a night here at the start of a week in Dubai.  Having been here for dinner 6 years ago it was always a dream to return as a guest.  We had to change dates originally as my daughter was sick but this was no problem to BAA.  When we finally arrived it was just mind blowing.  We were on the 22nd floor and had some great butlers who nothing was too much trouble for. 
They even made 2 little personalised teddies for our 2 children with BAA dressing gowns with their names on.  This was such a great touch and is what really made the experience so amazing.
We used the indoor pool on the first day and this is just such a stunning area to spend a few hours taking in the fantastic views.
The Suite was amazing and so big with amazing amenities in the room.  The only negative about the room was the TV's were quite low tech and need updating.  This is am assured is being looked at. 
All the staff were just amazing and took such interest in our children.  One night my son trapped his finger in the door of the lift and the staff were so helpful and everyone seemed to know and asked how he was.  Just amazing!
We also got a Royal Cabana which again was an incredible experience but would have been better for the price if there was more food brought round to the cabana.
Overall this was just simply amazing and I don't know how anything with ever compare.  It is now my mission to return to this place for a longer stay.","5","2017-04"
"Once in a life time","Well maybe stay twice so you can belive you have been here. Not over rated not under rated but have stayed at others that would come close....but it is special in it's own way and the service can not be faulted.... stay a night if you can.
The rooms are just over the top, great choice of restaurants and a great pool area.","5","2016-08"
"The Most Beautiful city in the world","Dubaï is an incredible city. During my stay, I visited The  Burj Khalifa wich is the tallest towerin te world. I slept in the most luxurious hotel of the city and the staff is fabulous and the rooms are huge. During 5 days , I went to do several activities like shopping because there are so many shops in Dubaï. I recommend you go to The Dubaï Mall. I also did jet ski, a helicopter tour and I took the taxi boats to move me as there is so much traffic and it's so hot for to move by public transport. My BEST Trip !!!!!!","4","2016-07"
"High Tea on top of an iconic building!","Something you might want to experience while in Dubai if only for the views, but you can get even better views of the city by getting to the top of Burj Khalifa. You have to have some kind of reservation to get into the building but if not seeing it from the outside is good enough.","5","2016-11"
"Beautiful views from beach","You can get incredible and spectacular views from Beach of Burj Al Arab a 7- star hotel. Not forget to take perfect shots with Burj Al Arab. Also take fun on public beach near hotel named Jumeriah beach","5","2017-01"
"Opulence!!    Regular ""suites"" are Royal and Presidential!!","This place is over the top!
Service is excellent but you can find excellent service at many 5 star resorts 

The suites are what make this hotel over the top
We had a suite on the 19th floor (1907)
We booked a ""panoramic one bedroom suite""
But it looked and felt like nothing less than a Royal Suite or a Presidential Suite 

Just the entry door was like 8-10 feet tall, looked like the entrance door to a palace bedroom.    
Beyond the door was two walls of glass windows at least 20 feet high.    Views 180 degrees of the city skyline and the ocean. 

2-level suite - downstairs a private bar, 2 living room sitting areas, a large dining room, a large billiards room with full size snooker table, a kitchen and powder room.   Upstairs was the bedroom, another large sitting area overlooking the 20 foot windows, a nice little loft office with 180 views.

What a room for our 18 hour layover.    Oh yeah, and a butler just down the hall available to help with anything.     Room service 30 minutes or less.    Our check in hostess walked us all the way from reception up and checked us in while inside the room before turning us over to our butler.     

Bathrooms are slightly dated but who cares.   Still had everything we needed and more, including huge size Hermes bath products and full size his and hers Hermes cologne and perfume.

Spa was amazing, with rooms overlooking the sea
We had an hour couples massage - awesome 
Infinity pool overlooks the city 

This was an opulent stay, what a cool place!!
I had to attach pix since it was so over the top.","5","2017-04"
"Hmmm","Having been to Dubai on holiday several times we've seen the Burj AL Arab from many vantage points, but this time with my fiftieth birthday fast approaching we decided to splash out on afternoon tea at the Burj! 

It's such an iconic building from the outside, and we'd heard about it's sumptuousness on the inside, but it was more reminiscent of a Vegas casino than we were expecting. 

The lift to the Skyview Bar was great - ears popping and the views over Dubai were stunning. 

I'd read a review which said that seating is on a 'first come - first serve' basis, so as we'd got there early, we had a great window seat with a fab view over the city. The bar itself is a sea of blues & greens and shiny surfaces with a bit of an 80's look & feel. 

We were asked on arrival if it was a special occasion and confirmed the imminent birthday. 

The afternoon tea itself was perfectly acceptable, but lacking in wow factor, although the little birthday cake and presentation of a red rose was a nice touch. 

The waiting staff were lovely, although we felt a little rushed out at the end.

All in all a pleasant experience, and a tick on the bucket list, however not convinced it was  worth the 640 dhs (£140) price tag.

","3","2017-03"
"Never before have you experienced this kind of special!","200 meters above sea level, the glass elevator takes you to the Sky View Bar.  Grab a miniature at the gift store to prove that you were the luck recipient of a grand tour in this spectacular place.  Stay the night and enjoy the great selection of food and spirits.  the views are to die for and will stay permanently engraves in your memory.  A great stay will cost you about $2000 USD, but you only live once!","5","2016-07"
"Is impressive when you see it in person.","I recommend to take the Big Bus tour as you can hop off there and go around.Sometimes the traffic could be very slow due to the fact many people try to go there.You will find a small aquarium that is interesting designed.","5","2016-04"
"The best is still the best","This is one of the most expensive hotel, one of the most luxurious hotel, one of the most famous icon hotel, and one of the most ""VIP"" experience hotel. 

Burj Al Arab is truly an icon for Dubai and it will always remain this way. In Dubai, money can fulfill all your imagination, and this is the same in Burj Al Arab.

When we planned our Dubai trip, I had a little concern about staying at BAA: the price is really expensive and the hotel itself is almost 20 years old. There are lots of new luxury hotels in Dubai with much friendly price tag to choose. However, I feel BAA = Dubai, so I have to give it a try.

We stay in the club suite and it's huge. It has 330 square meter, a pool table, one kitchen, and more than 25 seats available. The room has no sign of wear down nor any kind of smell. The decoration is pure luxury and Arabic style. The room is really quiet with almost 180 degree views.

The moment you arrive the BAA entrance gate, you feel like a VIP: private check in, personal butler service, free to access all Jumeirah property, and one of the most exclusive swimming pool only for the hotel guest and members. 

We enjoy every moment staying at this hotel: living in our fantasy room, walking around in the iconic hotel, taking pictures from all angles outside the hotel, chilling in the pool, sun tanning at the private beach, people watching in the water park, taking rides in the golf cart and boat, daydreaming one day we will be back again.

One of the most precious memory is BAA's butler service. Our butler, Alam, who really makes our entire stay flawless and as smooth as it can get. We are very thankful for everything he has done for us. In addition, we met one of the most friendly golf cart driver, Meseret, she show us different places of Jumeirah property.

Staying at BAA is not just staying in a hotel, it's a lifetime experience. It will fulfill your luxury Dubai fantasy and leave you a lifelong memory. I am not sure we will ever have the budget to come back, but our one night momory in BAA is simply priceless.","5","2017-03"
"2 bedroom suite with Family - huge !","Really liked the opulence of the rooms - they are so huge and all rooms have 2 levels. 

There are two living rooms, a small bar area, a dining room and small kitchen. Butlers are assigned to each room and you have a very personalised service. On one of the days we had in-room breakfast, and it was laid out by staff so beautifully, that you just didn't want to eat it ! Stayed on a half board basis, and enjoyed the exquisite variety of food on offer. Be prepared, it's a 7 star hotel with 7 star prices - e.g. water costs about £10 a bottle from memory. 
To go to the Wild Wadi water park, a cart is available from the hotel and the gold wrist band ensures you get the best service. 
My Mommy mentioned that she enjoyed the daily free Pilates and yoga classes on offer.

Every whim was catered for with just a quick phone call from one of the many phones in the rooms !
My Sister's friend came to visit us, and security is reassuringly robust. Advance notification is given to the hotel and guests must bring their passports before they can enter.

The only reason I am not giving this 5 stars is because of the lacklustre atmosphere - whilst Mommy loved it; it was just too quiet for my siblings and I. The lack of atmosphere, meeting room style silence and general lack of humans when walking anywhere was a bit dreary for me. Perhaps it would suit older couples. I much prefer the Atlantis because it has lots more to do and is very lively comparatively. That said, I'm glad we have experienced the opulence the Burj has on offer.","4","2016-09"
"After noon tea!","My wife and I book table for after noon tea in Nov-16. Booked at 4 in Skyview bar to see the amazing sun down over the Palm.Suberp food and a very serviceminded waiter from Myanmar. Food is very high class, and until I taste this orange juice, I thought orange juice was Orange juice....also a huge cofee and tea meny. AED 640 each , is a once in a lifetime experience.","5","2016-11"
"""World Class Hotel""","This hotel is an incomparable one. From the design, rooms, amenities, service, great staff, it's just wow! 
Our business trip is totally amazing experience especially when we stays here over 5days.
I will probably going back to this hotel and I will bring my family","5","2017-03"
"Best Hotel Ever!","We've been to some of the best hotels in the world, but none topped the Burj Al Arab!  From the very first time you see the iconic building, it captures the imagination and makes you feel like you are someplace special.  The rooms are very spacious and well appointed.  The full size Hermes amenities, daily his and her trinkets left on your bed nightly and evening snacks were all part of the nice touches that make this place amazing!  The service is impeccable and the entire staff couldn't be nicer.  Our butlers, Paul and Gaurav anticipated and took care of our every need while we were in town.  The food at all of the restaurants was second to none and the views were unbeatable.  The gym was well appointed and a special surprise for our family was the indoor squash court!  We also walked to the water park (Wild Wadi) which is owned by Jumeirah and free for guests staying at the Burj Al Arab.  This was a nice and convenient family activity.  This place had everything you could want for in a family vacation and we will return again and again!","5","2017-03"
"Engineering Marvel with Great View","This Business Trip will be my 15th Visit to Dubai!!  A long and quiet flight; except for the CEOs.  The hotel is magnificent and overlooks a man made sea of tranquility!!  Rooms are quiet, spacious  and relaxing.  Great Staff and service.  Amenities are beckoning at your service and call.  The restaurants are top notch with great variety and selection.  
Drinks are powerful as the Martinis kick into overdrive!!!","5","2017-03"
"Afternoon Tea with a view","We decided to take the plunge and treat ourselves to Afternoon Tea at Burj Al Arab. It was an amazing experience from start to finish.

The service was impecible, attention to detail was spot on and the food was gorgeous. More than enough to eat, we waddled out!! 

We probably wouldn't do it again as it is so expensive, but it was still worth it for the experience.","5","2016-11"
"Skyview experience ","We went to the Skyview bar for a cocktail because we wanted to experience the Burj Al Arab. Pure luxury! A fantastic view with an excellent cocktail..staff extra friendly and professional. Worth the money.","5","2017-03"
"Phenomenal indeed!","This is the Place where you realize how blessed you are in life to be living such wonder! Definitely one of a kind. Only joyful happiness all the time! Food is really super inventive & extremely delicious. You must be a Royal in your previous life to be receiving this treatment now, in this amazingly astounding setting! Thanks You God for being so very Great. Dubai is truly blessed & The Burj Al Arab is the very essence of this blessed land!","5","2017-03"
"To stay list ","Had a lovely night at the Burj
It was amazing 
Staff were simply the best -nothing was too much .
The breakfast was wonderful great selection of foods 
Stunning rooms stunning views
You must take a swim on the 18 th floor - great spa ","5","2017-03"
"Scape excels once again but the Burj struggles with its market segments! ","You would expect in the world's only six star hotel, at prices of £1500 a night, to get some privacy. However the hoards (and I mean hoards) of Chinese that they allow in to take photographs (nb not staying at the hotel) means you must unwittingly appear in hundreds of photos a day. Not only that, but the way they ""hunt in packs,"" means navigating the public floors is like the subway in rush hour. So the Burj future targeted market is clear, but I wonder what they think the European segment will do in response. No xenophobia here, but I do like my fellow guests to have some manners and style!!! 
The day is ALWAYS saved however by CYNTHIA and her team at Scape restaurant and bar. Ably supported by Aqueleh, Naleeka, Mercy, Mr Serbia and the highly talented and engaging Chef Timur, these guys save the bacon (no pun intended) for the Burj EVERY time we visit. Oh and Scape is Chinese photo snapper free, thanks to the security staff who do a great job of at least preserving some areas of privacy! 
Be careful what you wish for Burj al Arab!","3","2017-03"
"Afternoon Tea in the Skyview Bar","The best of them all, a one off and worth the experience, a service second to none.
A treat from my daughter, we were lucky to be offered a window table overlooking the sea with the Atlantis in the background and the Burj Khalifa on the far side.  A seven course, a first as afternoon teas go and just the entrance into the place you knew you were in for a treat. After we sat in the foyer as there is a water feature worth watching, and also just the people wandering past, are they also tea guests or from the hotel?
A nice touch was they box your left over cakes up for you to take home as you are too full and as there was a slight mix up and ours were the wrong ones, my daughter emailed them and they not only apologised but sent cakes and pastries out to us with a thank you card.  Amazing service, the best! Thank you to the Burj Al Arab and your lovely staff, from Ms Jemma's mum, a lovely Christmas gift worth the wait.","5","2017-03"
"Best place to saty!","During our stay in Dubia, we visited this hotel and truly amazing place. This hotel has amazing with great attention to detail and beautiful views of city. It is attentive and located on a good place. Our suite on the 15 th Floor again with great views over sea. We had a great service. We also had wonderful food each day in Bab Al Yam. We are truly spoiled and cannot wait to return in the near future.","5","2017-03"
"Best Arabic breakfast brunch in Dubai","Absolutely gorgeous setting. Breathtaking.  Good service. Arabic breakfast was sublime with soft dulcet Arabic tunes played by the band in the background. Highly recommended for family and friends alike.","5","2017-02"
"Afternoon tea","The afternoon tea at the sky view bar is an absolutely amazing experience but was in my opinion overpriced. We paid roughly 300 USD for two and even though the food was good it was nothing special.

The windows were very dirty, which was taking away from the amazing view (understand that the hotel is near the water, but overall it is a 7-star).

The service was great and the food was good, but I was hoping to get something amazing. The hotel is absolutely amazing but the food we got during the afternoon tea was not up to the standards you would expect from one of the best hotels in the world.

I am very glad we experienced it and I could recommend to everyone, but I don't think we will be coming back. Great experience, but maybe my expectations where too high.","4","2017-03"
"""Burj Al Amazing""","Another fantastic visit to this truly amazing hotel. The new terrace is amazing with great attention to detail and beautiful views. Staff are VERY attentive. Our suite on the 20th Floor again with great views and every amenity you could wish for and housekeeping were fantastic. Our butlers especially Anthony more than catered for our needs and never once did we feel uneasy as can imagine some people may think that. Unpacking was done as was packing for going home which is a great service. We also had wonderful breakfasts each day in Bab Al Yam with the biggest selection of food you could wish for catering for all nationalities. Our heartfelt thanks must go to Nimal, Stephanie and the lovely Louise for all the kindness shown as always.....we are truly spoiled and cannot wait to return in the near future. :) Thank You all","5","2017-03"
"Rude Driver Employee","We dined at one of the restaurants inside Burj Al Arab on Valentines Day. After dinner we went out of the hotel going towards the bridge to take some pictures. Just then a speeding golf cart passed by quickly turning the cart on the hotel facade roundabout almost side-swiping me! My husband shouted at the driver but the driver didnt mind to apologize! The driver had curly black hair, not minding his carelessness. We cant believe such a prestigious hotel could hire such a rude employee!","1","2017-02"
"Lunch","Yes it's expensive, but so good that it is worth going for a once in a lifetime experience. How the other half live!

We went for lunch which was buffet style and as expected exceptionally good. Take the opportunity to look around the hotel as it is fabulous. Huge fish tanks, and I mean huge! Fountains, decor. Superb. Then there's the cars parked outside. 
You cannot get in unless you have a reservation and there is a high minimum spend per person. There is a security checkpoint well away from the hotel itself so if you want to see it other than from a distance get a booking.
Highly recommended.","5","2017-01"
"Be prepared to spend","You can get great views fom Jumeirah beach, but you can only get inside if you have a previous reservation. The most economical way is to reserve afternoon  tea, but this alone will set you back $160 per person. If you want a room, think $2000 per night!","5","2017-03"
"""Mr Aziz Patel""","I recommend Burj Al-Arab to anyone visiting Dubai. Besides the stunning location, opulent interior and breath-taking views inside out, the hotel has true elegance and class without any ostentation. Service is world class as one would expect and always made to feel welcome by the butler and entire team. Suite was incredibly quiet with far-reaching views. The décor of the hotel has unique and exquisite style that one has to experience to appreciate. The dining room is a dream--large, comfortable, with International cuisine and buffet restaurants. The breakfast buffet is a concession to international requirements, but is done better than any I have experienced anywhere! I saw the chef several times checking it. The mocktails are out of this world. Overall, I would say the real jewel of Dubai hotels is Burj Al Arab. Amazing food, superb spa and fitness facilities and great service throughout. Looking forward to returning again.","5","2016-12"
"Wonderful evening!","Went for appetizers & drinks for a friends' birthday. Got the perfect table & sat & enjoyed the beautiful views. Wonderful drinks with very friendly wait staff. A must to see while in the area!!!  We had the appetizer tower where you pick 4 different choices. Had a lot of fun. ","4","2017-03"
"Lunch at Scape","We were with a group of friends and decided to explore Scape at Burj al Arabs new deck. The service was incredible and the ambience was so so relaxing. Food was so fulfilling and cocktails were refreshing. But what made our experience perfect was our server Arden. He is fantastic and pleasant with complete knowledge of his job and is truly an asset to Burj hotel. I highly appreciate his effort to make us enjoy ourselves to the fullest and I felt like he was a part of our group of friends. Keep it up.","5","2017-03"
"Amazing Birthday Celebration","A dream come true to celebrate my birthday at Junsui Restaurant.  It was a memorable experience to dine in this luxurious 7th star Hotel.  Though I lived in this country for 13 years, dining here  is not a practical thing as it is really pricey but with an occasion to celebrate its worth it.   My daughter and I celebrate my birthday.  To complete the occasion a birthday cake were serve complimentary and a rose for the celebrant. How amazing is that some of the staff know how to speak Mandarin to ease up communication as this is a fusion Asian restaurant. A lot of chinese tourist that day and restaurant were busy.  You can spend 2 hours dining and next batch of people comes in next. The culinary team made perfectly each type of food and taste  was excellent. Bravo for the all the staff not just the front of the house but also from the heart of the house.....Service deluxe in details.","5","2016-06"
"Burj Al Arab = Dubai ","This building may not be the latest, tallest, craziest piece of architecture in Dubai, but for me this still stands for what Dubai is trying to be.
It's trying to stand out in so many ways - in some ways it succeeds, in other ways it disappoints, but it always tries hard! 
","5","2017-02"
"BEAUTIFUL OUTSIDE, out of taste inside","The Burj Al Arab is without contest the most iconic building in Dubai (at least the first one now there is Burj Khalifa) therefore it became a tourist attraction which is also an hotel? which means it is full of tourist in ""tourist attire....sleepers short and so one...arriving in flocks from buses.."" really annoying when you pay such money for a room or a dinner","4","2017-03"
"Birthday Treat","We arrived st the Burj for my birthday treat as a complete surprise. I was stunned with the experience from then on. Superb facilities, friendly staff and a view to die for.....  I would recommend a visit to the Gold on 27 bar anytime. We will be back, possibly during the daytime. ","5","2017-03"
"Dinner birthday floor 27","We had the wonderful opportunity to have dinner in the restaurant on 27th floor. Booking is essential, and no window seat is guaranteed, but views are spectacular  from everywhere. The food was just incredible, but like any super expensive restaurant, it is not about quanity,(small meals) but the experience in the mouth of flavors. We got the cheapest bottle of wine, around $250 au and there was bottles that cost 4 years of my mortgage!! Still, this is a bucket list experience ticked off.

We missed out on a window, but when they found it was my birthday, we  were moved, which was just wonderful. They even provided the most wonderful birthday cake free of charge.

My tips would be to get there at least 1 hour early to get photos.","5","2017-03"
"Our visit to Burj al Arab Jumeirah","This is the only 7 star hotel in the world.  Unfortunately we could only see from the outside as it needs reservations months ahead at a very expensive rate.  Shaped like a sailing boat & located on the Jumeirah Beach you get a pretty good view from the outside.   Enjoyed the views from outside.","4","2017-02"
"friends  trip","its one of the best trip of my life. amazing place to spend holidays. rooms and marvellous and hotel services one of the best 7 star service, i have ever experienced. luv to go there again and again. hotel welcome is amazing and marvellous. it feel you that you are treated as special guests.","5","2017-03"
"If Liberace, Elvis and Trump built a hotel together...","We expected this place to be over the top and we weren't disappointed.  It is so nouveau riche that it's comical, but in a fun way. It's gold gilt bling and marble everything.  Our suite was something like 1800 sf with two stories.  The staff are falling all over themselves to help you, which is nice to a point, after which we just wanted to be left alone.  One downside is that wherever you go staff are asking you whether you're a guest and to see your room key.  It's very annoying and off-putting.  Our favorite spot was the bar at top, though the food was industrial.  A couple of drinks and appetizers was over $200 USD.

We went for the novelty of the place and got what we expected.  Silly and fun.","4","2017-02"
"Nice Visit","I only came for a drink, I didn't stay at the hotel. It was undoubtably the most expensive drink I've had in my life (equivalent to $50 USD) but still definitely worth the experience. The service is superb.","4","2016-04"
"The most luxurious hotel in the world","Lives up to its tagline. You'll be swathed in gold the moment you enter the hotel. Mind blowing service, decor, food, everything. Have no words to describe the experience. Loved the amazing upholstery in the rooms. Asked for a PS while I was in the jacuzzi. The butler had set it up and kept FIFA ready for me when I stepped out. DAMN. THATS LUXURY. ","5","2016-05"
